"wage","education","experience","ethnicity","smsa","region","parttime"
356.13,14,8,"cauc","no","northeast","no"
641.03,16,17,"cauc","no","northeast","no"
2374.15,16,8,"cauc","no","northeast","no"
216.05,15,17,"cauc","no","northeast","no"
1020.29,18,2,"cauc","no","northeast","no"
261.16,16,3,"cauc","no","northeast","no"
712.25,18,14,"cauc","no","northeast","no"
522.32,10,26,"cauc","no","northeast","no"
546.06,16,37,"cauc","no","northeast","no"
617.28,18,16,"cauc","no","northeast","no"
474.83,11,15,"cauc","no","northeast","no"
498.58,18,21,"cauc","no","northeast","no"
498.58,14,4,"cauc","no","northeast","no"
439.22,14,2,"cauc","no","northeast","no"
498.58,12,31,"cauc","no","northeast","no"
308.64,12,6,"cauc","no","northeast","no"
474.83,12,4,"cauc","no","northeast","no"
498.58,14,6,"cauc","yes","northeast","no"
498.58,14,5,"cauc","yes","northeast","no"
432.1,18,10,"cauc","yes","northeast","no"
1495.73,16,32,"cauc","yes","northeast","no"
302.34,14,2,"cauc","yes","northeast","no"
205.76,17,4,"cauc","yes","northeast","yes"
1152.8,18,2,"cauc","yes","northeast","no"
1068.38,12,5,"cauc","yes","northeast","no"
395.47,12,15,"cauc","no","northeast","no"
345.68,12,8,"cauc","no","northeast","no"
1044.63,17,32,"cauc","no","northeast","no"
427.35,12,15,"cauc","no","northeast","no"
648.72,18,26,"cauc","no","northeast","no"
444.44,18,23,"cauc","no","northeast","no"
261.16,15,9,"cauc","no","northeast","yes"
569.8,9,43,"cauc","no","northeast","no"
403.61,10,31,"cauc","no","northeast","no"
356.13,12,28,"cauc","no","northeast","no"
244.94,12,5,"cauc","no","northeast","no"
237.42,12,6,"cauc","no","northeast","no"
545.47,12,27,"cauc","no","northeast","no"
284.9,12,18,"cauc","no","northeast","no"
617.28,12,15,"cauc","no","northeast","no"
914.06,18,11,"cauc","no","northeast","no"
356.13,18,10,"cauc","no","northeast","no"
712.25,12,11,"cauc","no","northeast","no"
712.25,12,12,"cauc","no","northeast","no"
664.77,9,32,"cauc","no","northeast","no"
997.15,16,9,"cauc","no","northeast","no"
281.8,16,15,"cauc","no","northeast","no"
346.21,7,27,"cauc","no","northeast","no"
356.13,12,10,"cauc","no","northeast","no"
213.68,12,29,"cauc","no","northeast","no"
403.61,7,38,"cauc","yes","northeast","no"
712.25,16,3,"cauc","yes","northeast","no"
646.33,15,33,"cauc","yes","northeast","no"
546.06,12,23,"cauc","yes","northeast","no"
462.96,11,4,"cauc","yes","northeast","no"
186.89,11,20,"cauc","yes","northeast","no"
284.9,10,42,"cauc","yes","northeast","no"
543.54,12,11,"cauc","yes","northeast","no"
213.24,14,21,"cauc","no","northeast","no"
617.28,12,3,"cauc","no","northeast","no"
54.87,10,47,"cauc","no","northeast","yes"
2541.76,12,27,"cauc","no","northeast","no"
146.34,14,39,"cauc","no","northeast","yes"
652.9,12,22,"cauc","yes","northeast","no"
216.05,16,6,"cauc","yes","northeast","yes"
593.54,12,7,"cauc","yes","northeast","no"
664.77,12,12,"cauc","yes","northeast","no"
914.06,14,12,"cauc","yes","northeast","no"
641.03,10,44,"cauc","no","northeast","no"
308.64,12,4,"cauc","no","northeast","no"
157.42,9,48,"cauc","no","northeast","yes"
515.33,12,42,"cauc","no","northeast","no"
474.68,11,6,"cauc","no","northeast","no"
2184.24,14,21,"cauc","no","northeast","no"
252.3,8,24,"cauc","no","northeast","no"
379.87,16,13,"cauc","no","northeast","no"
709.22,18,28,"cauc","no","northeast","no"
59.35,14,14,"cauc","no","northeast","yes"
759.73,16,33,"cauc","no","northeast","no"
194.44,13,0,"cauc","no","northeast","yes"
474.83,18,28,"cauc","no","northeast","no"
555.56,16,38,"cauc","no","northeast","no"
830.96,16,30,"cauc","no","northeast","no"
569.8,15,0,"cauc","no","northeast","no"
1187.08,18,43,"cauc","no","northeast","no"
339.27,10,37,"cauc","no","northeast","no"
182.72,14,7,"cauc","no","northeast","yes"
190.8,16,0,"cauc","no","northeast","yes"
498.58,12,8,"cauc","yes","northeast","no"
200.83,9,12,"cauc","yes","northeast","no"
320.22,12,14,"cauc","yes","northeast","no"
278.42,12,5,"cauc","yes","northeast","no"
493.83,16,0,"cauc","yes","northeast","no"
534.19,16,4,"cauc","yes","northeast","yes"
705.13,18,4,"cauc","yes","northeast","no"
1115.86,16,19,"cauc","yes","northeast","no"
764.48,14,20,"cauc","no","northeast","no"
427.35,12,19,"cauc","no","northeast","no"
436.25,2,24,"cauc","no","northeast","no"
237.42,18,21,"cauc","no","northeast","no"
737.93,12,30,"cauc","no","northeast","no"
949.67,12,18,"cauc","no","northeast","no"
320.13,12,4,"cauc","no","northeast","no"
339.51,12,15,"afam","no","northeast","no"
534.19,12,11,"cauc","no","northeast","no"
569.8,14,39,"cauc","no","northeast","no"
332.38,16,14,"cauc","no","northeast","no"
261.16,14,10,"cauc","no","northeast","no"
379.87,12,9,"cauc","no","northeast","no"
439.22,9,10,"cauc","no","northeast","no"
641.03,18,15,"cauc","no","northeast","no"
379.87,16,11,"cauc","no","northeast","no"
522.32,12,24,"cauc","no","northeast","no"
332.38,11,2,"cauc","no","northeast","no"
332.38,12,44,"cauc","no","northeast","no"
142.45,12,1,"cauc","no","northeast","no"
197.53,13,19,"cauc","no","northeast","no"
332.38,13,5,"cauc","no","northeast","no"
759.73,12,38,"cauc","yes","northeast","no"
261.16,13,12,"cauc","yes","northeast","no"
427.35,12,16,"cauc","no","northeast","no"
330.01,12,14,"cauc","no","northeast","no"
1115.86,16,24,"cauc","no","northeast","no"
925.93,17,29,"cauc","yes","northeast","no"
320.51,12,2,"cauc","yes","northeast","no"
1139.6,12,28,"cauc","yes","northeast","no"
165.72,12,1,"cauc","yes","northeast","yes"
759.73,14,22,"cauc","yes","northeast","no"
192.9,14,-1,"cauc","yes","northeast","yes"
287.04,14,0,"cauc","no","northeast","no"
222.22,12,0,"cauc","no","northeast","no"
617.28,11,15,"cauc","no","northeast","no"
423.17,12,19,"cauc","no","northeast","no"
830.96,12,27,"cauc","no","northeast","no"
415.48,12,12,"cauc","no","northeast","no"
854.7,12,8,"cauc","no","northeast","no"
405.03,12,13,"cauc","no","northeast","no"
676.64,13,32,"cauc","no","northeast","no"
641.03,12,10,"cauc","no","northeast","no"
604.49,12,35,"cauc","no","northeast","no"
593.54,8,41,"cauc","no","northeast","no"
317.92,13,21,"cauc","yes","northeast","no"
59.35,17,13,"cauc","yes","northeast","no"
759.73,18,8,"cauc","yes","northeast","no"
84,13,-1,"cauc","yes","northeast","yes"
653.89,18,15,"cauc","no","northeast","no"
427.35,13,12,"cauc","yes","northeast","no"
256.41,16,15,"cauc","yes","northeast","yes"
712.25,13,26,"cauc","yes","northeast","no"
396.83,15,-1,"cauc","yes","northeast","no"
735.99,17,19,"cauc","yes","northeast","no"
366.26,13,22,"cauc","yes","northeast","no"
2374.15,18,15,"cauc","yes","northeast","no"
229.39,13,1,"cauc","no","northeast","no"
883.19,15,22,"cauc","no","northeast","no"
470.31,13,46,"cauc","no","northeast","yes"
902.18,12,8,"cauc","no","northeast","no"
617.28,15,4,"cauc","no","northeast","no"
460.75,17,4,"cauc","no","northeast","no"
474.83,18,9,"cauc","no","northeast","no"
427.35,18,3,"cauc","no","northeast","no"
1022.01,13,33,"cauc","no","northeast","no"
474.83,16,13,"cauc","no","northeast","no"
432.1,12,6,"cauc","no","northeast","no"
128.6,11,1,"cauc","no","northeast","yes"
440.95,10,44,"cauc","no","northeast","no"
619.66,16,15,"cauc","no","northeast","no"
451.09,14,5,"cauc","no","northeast","no"
427.35,12,22,"cauc","no","northeast","no"
498.58,12,2,"cauc","no","northeast","no"
427.35,12,11,"cauc","no","northeast","no"
327.43,12,25,"cauc","no","northeast","no"
474.83,14,22,"cauc","no","northeast","no"
735.99,12,24,"cauc","no","northeast","no"
57.42,12,0,"cauc","no","northeast","yes"
67.05,10,2,"cauc","no","northeast","yes"
97.34,12,3,"cauc","no","northeast","no"
356.13,14,34,"cauc","no","northeast","no"
332.38,12,38,"cauc","no","northeast","no"
932.41,15,38,"cauc","no","northeast","no"
728.87,16,13,"cauc","no","northeast","no"
293.94,9,22,"cauc","no","northeast","no"
498.58,12,16,"cauc","no","northeast","no"
1646.09,13,20,"cauc","no","northeast","no"
189.93,14,29,"cauc","yes","northeast","no"
628.32,16,19,"cauc","yes","northeast","no"
866.57,12,22,"cauc","yes","northeast","no"
163.58,12,0,"cauc","yes","northeast","no"
189.93,12,4,"cauc","yes","northeast","no"
403.61,14,10,"cauc","yes","northeast","no"
433.51,12,22,"cauc","no","northeast","no"
532.56,12,12,"cauc","yes","northeast","no"
427.35,12,21,"cauc","yes","northeast","no"
700.38,12,7,"cauc","yes","northeast","no"
1353.28,16,25,"cauc","yes","northeast","no"
379.87,12,7,"cauc","yes","northeast","no"
666.67,18,4,"cauc","yes","northeast","no"
664.77,16,11,"cauc","yes","northeast","no"
692.78,12,26,"cauc","yes","northeast","no"
2374.15,18,24,"cauc","yes","northeast","no"
949.67,16,6,"cauc","yes","northeast","no"
1899.34,14,22,"cauc","yes","northeast","no"
1424.5,17,29,"cauc","yes","northeast","no"
1661.92,16,20,"cauc","yes","northeast","no"
1756.89,17,19,"cauc","yes","northeast","no"
830.96,11,47,"afam","yes","northeast","no"
900.21,18,6,"cauc","yes","northeast","no"
949.67,18,10,"cauc","yes","northeast","no"
332.38,16,1,"cauc","yes","northeast","no"
344.25,7,40,"cauc","yes","northeast","no"
135.8,16,0,"cauc","yes","northeast","yes"
160.49,16,0,"cauc","yes","northeast","yes"
277.78,12,36,"cauc","yes","northeast","no"
1020.89,14,29,"afam","yes","northeast","no"
1080.25,12,35,"afam","yes","northeast","no"
830.96,16,11,"cauc","yes","northeast","no"
474.83,16,42,"cauc","yes","northeast","no"
360.08,18,25,"cauc","yes","northeast","no"
1127.21,12,12,"cauc","yes","northeast","no"
807.22,18,8,"cauc","yes","northeast","no"
296.3,16,15,"cauc","yes","northeast","no"
356.13,17,4,"cauc","yes","northeast","no"
237.42,18,0,"cauc","yes","northeast","yes"
123.46,16,38,"cauc","yes","northeast","yes"
261.16,12,5,"cauc","yes","northeast","no"
569.8,12,28,"cauc","yes","northeast","no"
2136.75,18,17,"cauc","yes","northeast","no"
1163.34,18,18,"cauc","yes","northeast","no"
403.61,16,4,"cauc","yes","northeast","no"
2018.04,18,9,"cauc","yes","northeast","no"
59.35,9,55,"cauc","yes","northeast","yes"
902.18,16,9,"cauc","yes","northeast","no"
388.62,18,6,"cauc","yes","northeast","no"
1590.69,16,18,"cauc","yes","northeast","no"
1946.82,16,15,"cauc","yes","northeast","no"
451.09,12,5,"cauc","yes","northeast","no"
949.67,18,32,"cauc","yes","northeast","no"
524.69,12,23,"cauc","yes","northeast","yes"
415.48,16,14,"cauc","yes","northeast","no"
712.25,8,48,"cauc","yes","northeast","no"
138.57,12,12,"cauc","yes","northeast","yes"
359.26,12,11,"cauc","yes","northeast","no"
546.06,11,11,"cauc","yes","northeast","no"
452.67,12,2,"cauc","yes","northeast","no"
168.83,18,43,"cauc","yes","northeast","no"
902.18,15,15,"cauc","yes","northeast","no"
830.96,18,26,"cauc","yes","northeast","no"
130.86,14,-1,"cauc","yes","northeast","yes"
593.54,13,13,"cauc","yes","northeast","no"
462.96,12,30,"cauc","yes","northeast","no"
919.36,9,33,"cauc","yes","northeast","no"
522.32,14,6,"cauc","yes","northeast","no"
997.15,14,23,"cauc","yes","northeast","no"
451.09,12,33,"cauc","yes","northeast","no"
1522.63,16,20,"cauc","yes","northeast","no"
427.35,12,9,"cauc","yes","northeast","no"
740.74,16,5,"cauc","yes","northeast","no"
326.97,4,32,"cauc","yes","northeast","no"
783.48,12,33,"cauc","yes","northeast","no"
522.32,17,33,"cauc","yes","northeast","no"
1543.21,18,9,"cauc","yes","northeast","no"
1044.63,14,8,"cauc","yes","northeast","no"
949.67,18,15,"cauc","yes","northeast","no"
546.06,10,40,"cauc","yes","northeast","no"
1032.76,18,10,"cauc","yes","northeast","no"
997.15,18,19,"cauc","yes","northeast","no"
759.73,12,28,"cauc","yes","northeast","no"
712.25,12,21,"cauc","yes","northeast","no"
1661.92,16,11,"cauc","yes","northeast","no"
1661.92,18,16,"cauc","yes","northeast","no"
830.96,13,8,"cauc","yes","northeast","no"
709.07,17,7,"cauc","yes","northeast","no"
939.35,10,21,"cauc","yes","northeast","no"
759.73,18,26,"cauc","yes","northeast","no"
332.38,9,50,"cauc","yes","northeast","no"
735.99,16,7,"cauc","yes","northeast","no"
474.83,17,11,"cauc","yes","northeast","no"
997.15,12,12,"cauc","yes","northeast","no"
456.79,12,27,"cauc","yes","northeast","no"
356.13,12,12,"cauc","yes","northeast","no"
1139.6,14,29,"cauc","yes","northeast","no"
284.9,15,-1,"cauc","yes","northeast","no"
356.13,9,41,"cauc","yes","northeast","no"
446.13,12,43,"cauc","yes","northeast","no"
546.06,15,2,"cauc","yes","northeast","no"
379.87,12,3,"cauc","yes","northeast","no"
189.93,13,-1,"cauc","yes","northeast","no"
759.73,15,11,"cauc","yes","northeast","no"
493.83,12,42,"cauc","yes","northeast","no"
610.16,18,17,"cauc","yes","northeast","no"
1187.08,12,15,"cauc","yes","northeast","no"
712.25,12,38,"cauc","yes","northeast","no"
1068.38,13,30,"cauc","yes","northeast","no"
474.83,16,2,"cauc","yes","northeast","no"
118.71,15,0,"cauc","yes","northeast","yes"
289.65,13,1,"cauc","yes","northeast","no"
244.54,12,3,"afam","yes","northeast","no"
895.06,16,38,"cauc","yes","northeast","no"
522.32,12,33,"cauc","yes","northeast","no"
94.97,10,2,"cauc","yes","northeast","no"
261.16,12,23,"cauc","yes","northeast","no"
617.28,15,-1,"cauc","yes","northeast","no"
902.18,18,23,"cauc","yes","northeast","no"
830.96,5,45,"cauc","yes","northeast","no"
290.12,14,1,"cauc","yes","northeast","yes"
783.48,14,17,"cauc","yes","northeast","no"
740.74,16,6,"cauc","yes","northeast","no"
226.34,15,0,"cauc","yes","northeast","yes"
395.06,14,1,"cauc","yes","northeast","no"
664.77,16,33,"cauc","yes","northeast","no"
949.67,16,18,"cauc","yes","northeast","no"
1305.79,18,11,"cauc","yes","northeast","no"
427.35,10,27,"afam","yes","northeast","no"
641.03,15,7,"cauc","yes","northeast","no"
617.28,18,7,"cauc","yes","northeast","no"
569.8,9,48,"cauc","yes","northeast","no"
116.33,18,32,"cauc","yes","northeast","no"
617.28,14,11,"cauc","yes","northeast","no"
432.1,12,17,"afam","yes","northeast","yes"
854.7,16,4,"cauc","yes","northeast","no"
949.67,12,17,"cauc","yes","northeast","no"
735.99,12,18,"cauc","yes","northeast","no"
759.73,16,4,"cauc","yes","northeast","no"
782.29,16,16,"cauc","yes","northeast","no"
1080.25,13,24,"cauc","yes","northeast","no"
712.25,12,23,"cauc","yes","northeast","no"
432.1,13,16,"cauc","yes","northeast","no"
593.54,11,13,"cauc","yes","northeast","no"
925.93,12,42,"cauc","yes","northeast","no"
807.22,14,40,"cauc","yes","northeast","no"
641.03,12,4,"cauc","yes","northeast","no"
712.25,18,29,"cauc","yes","northeast","no"
877.97,18,33,"cauc","yes","northeast","no"
284.9,12,4,"cauc","yes","northeast","no"
664.77,12,27,"cauc","yes","northeast","no"
427.35,12,12,"cauc","yes","northeast","no"
474.83,16,5,"cauc","yes","northeast","no"
1009.02,13,22,"cauc","yes","northeast","no"
362.35,14,0,"cauc","yes","northeast","no"
378.86,13,-1,"cauc","yes","northeast","no"
712.25,18,16,"cauc","yes","northeast","no"
316.56,12,6,"cauc","yes","northeast","yes"
593.54,15,37,"cauc","yes","northeast","no"
474.83,12,11,"cauc","yes","northeast","no"
641.03,18,3,"cauc","yes","northeast","no"
550.81,13,5,"cauc","yes","northeast","no"
403.61,12,12,"cauc","yes","northeast","no"
854.7,12,33,"cauc","yes","northeast","no"
1068.38,16,13,"cauc","yes","northeast","no"
1305.79,16,10,"cauc","yes","northeast","no"
688.51,16,19,"cauc","yes","northeast","no"
411.52,14,23,"cauc","yes","northeast","no"
1187.08,16,28,"cauc","yes","northeast","no"
2374.15,18,16,"cauc","yes","northeast","no"
2374.15,16,18,"cauc","yes","northeast","no"
593.54,12,16,"cauc","yes","northeast","no"
902.18,14,16,"cauc","yes","northeast","no"
1020.89,14,10,"cauc","yes","northeast","no"
1590.69,18,12,"cauc","yes","northeast","no"
2374.15,18,25,"cauc","yes","northeast","no"
293.21,14,0,"cauc","yes","northeast","no"
866.57,18,14,"cauc","yes","northeast","no"
1685.66,18,16,"cauc","yes","northeast","no"
830.96,16,13,"cauc","yes","northeast","no"
370.37,16,5,"afam","yes","northeast","no"
180.44,9,47,"cauc","yes","northeast","yes"
857.08,12,34,"cauc","yes","northeast","no"
593.54,12,44,"cauc","yes","northeast","no"
830.96,12,26,"cauc","yes","northeast","no"
759.73,13,10,"cauc","yes","northeast","no"
261.16,8,50,"cauc","yes","northeast","no"
830.96,16,17,"cauc","yes","northeast","no"
807.22,2,34,"cauc","yes","northeast","no"
322.89,0,50,"cauc","yes","northeast","no"
878.44,13,24,"cauc","yes","northeast","no"
370.37,14,0,"cauc","yes","northeast","no"
189.93,12,49,"cauc","yes","northeast","yes"
181.28,18,37,"cauc","yes","northeast","yes"
854.7,16,10,"cauc","yes","northeast","no"
663.77,12,45,"cauc","yes","northeast","yes"
284.9,12,6,"cauc","yes","northeast","no"
284.9,12,12,"cauc","yes","northeast","no"
712.25,8,42,"cauc","yes","northeast","no"
273.03,15,11,"cauc","yes","northeast","no"
284.9,12,1,"cauc","yes","northeast","no"
830.96,12,24,"cauc","yes","northeast","no"
925.93,12,6,"cauc","yes","northeast","no"
546.06,9,45,"cauc","yes","northeast","no"
1780.63,18,23,"cauc","yes","northeast","no"
1780.63,16,31,"cauc","yes","northeast","no"
1234.57,12,13,"cauc","yes","northeast","no"
246.91,12,7,"cauc","yes","northeast","no"
641.03,13,12,"cauc","yes","northeast","no"
149.64,16,36,"cauc","yes","northeast","yes"
274.69,17,7,"cauc","yes","northeast","no"
688.51,10,16,"cauc","yes","northeast","no"
356.13,13,41,"cauc","yes","northeast","no"
593.54,12,15,"cauc","yes","northeast","no"
830.96,12,47,"cauc","yes","northeast","yes"
688.51,18,7,"cauc","yes","northeast","no"
783.48,18,29,"cauc","yes","northeast","no"
902.18,18,7,"cauc","yes","northeast","no"
1305.79,12,9,"cauc","yes","northeast","no"
783.48,12,13,"cauc","yes","northeast","no"
277.78,15,5,"cauc","yes","northeast","yes"
878.44,14,27,"cauc","yes","northeast","no"
522.32,12,4,"cauc","yes","northeast","no"
442.83,12,1,"cauc","yes","northeast","no"
578.7,16,8,"cauc","yes","northeast","no"
949.67,18,10,"cauc","yes","northeast","no"
1163.34,18,6,"cauc","yes","northeast","no"
830.96,14,11,"cauc","yes","northeast","no"
546.06,12,9,"cauc","yes","northeast","no"
1068.38,16,9,"cauc","yes","northeast","no"
593.54,12,29,"cauc","yes","northeast","no"
196.41,13,3,"cauc","yes","northeast","no"
712.25,12,10,"cauc","yes","northeast","no"
949.67,16,10,"cauc","yes","northeast","no"
878.44,16,5,"cauc","yes","northeast","no"
747.86,16,2,"cauc","yes","northeast","no"
997.15,16,4,"cauc","yes","northeast","no"
854.7,12,15,"cauc","yes","northeast","no"
712.25,18,6,"cauc","yes","northeast","no"
783.48,14,32,"cauc","yes","northeast","no"
296.3,13,3,"cauc","yes","northeast","no"
432.1,12,9,"cauc","yes","northeast","no"
237.42,14,2,"cauc","yes","northeast","yes"
160.49,13,-1,"cauc","yes","northeast","yes"
56.79,12,51,"cauc","yes","northeast","yes"
74.51,14,-2,"cauc","yes","northeast","yes"
673.12,13,18,"cauc","yes","northeast","no"
260.63,16,8,"cauc","yes","northeast","no"
830.96,12,4,"cauc","yes","northeast","no"
1210.83,18,14,"cauc","yes","northeast","no"
878.44,18,5,"cauc","yes","northeast","no"
1187.08,16,42,"cauc","yes","northeast","no"
59.35,14,41,"afam","yes","northeast","no"
688.51,12,5,"afam","yes","northeast","no"
688.51,12,16,"cauc","yes","northeast","no"
1020.89,16,14,"cauc","yes","northeast","no"
1424.5,18,17,"cauc","yes","northeast","no"
356.13,16,2,"cauc","yes","northeast","no"
1163.34,18,10,"cauc","yes","northeast","no"
1139.6,18,11,"cauc","yes","northeast","no"
742.57,8,37,"cauc","yes","northeast","no"
1020.89,16,10,"cauc","yes","northeast","no"
874.49,14,14,"cauc","yes","northeast","no"
141.98,10,2,"cauc","yes","northeast","yes"
